Ace,Value,Dealer,Hit,Stay
3,7,7,0.081,0.236
3,7,8,0.0,0.0
3,7,10,-0.206,0.297
3,9,8,0.0,0.0
3,9,10,0.0,-0.728
3,10,2,0.0,-0.138
3,10,3,-1.12,0.242
3,10,4,0.0,-0.139
3,10,5,-0.737,0.296
3,10,6,0.0,-0.017
3,10,7,0.0,0.0
3,10,8,0.0,-0.482
3,10,9,-0.62,-0.897
3,10,10,0.036,-0.566
3,11,2,0.0,0.254
3,11,4,-0.574,0.0
3,11,10,-0.734,-0.744
3,12,2,0.0,-0.484
3,12,3,-0.801,0.0
3,12,4,0.293,0.0
3,12,7,0.0,-0.768
3,12,10,-0.132,-0.178
3,13,3,0.0,0.611
3,13,6,0.0,0.0
3,13,8,0.0,-0.572
3,13,10,-0.416,0.263
3,14,3,-0.651,0.0
3,14,4,0.0,0.331
3,14,5,-0.893,-0.662
3,14,6,0.0,0.0
3,14,7,0.0,0.298
3,14,8,-0.723,-0.182
3,14,9,0.0,-0.734
3,14,10,-0.791,0.0
3,15,2,-0.407,0.0
3,15,3,-0.777,0.0
3,15,6,-0.879,0.0
3,15,7,0.0,0.291
3,15,8,0.0,-0.775
3,15,9,-0.407,0.0
3,15,10,-0.769,0.0
3,16,4,0.0,0.678
3,16,5,-0.692,0.0
3,16,6,0.0,0.259
3,16,7,-0.926,0.0
3,16,8,0.0,0.341
3,16,9,-0.62,0.452
3,16,10,-0.881,-0.199
3,17,3,0.0,-0.951
3,17,4,-0.749,0.0
3,17,6,0.0,0.234
3,17,7,-0.887,0.0
3,17,8,-0.861,0.301
3,17,10,-0.369,0.248
4,0,10,0.0,-0.796
4,4,8,0.0,0.0
4,9,8,0.226,0.0
